name1,name2,sub,
國立中山大學,資訊工程學系,國、英、數A、自,
國立中山大學,光電工程學系,國、英、數A、自,
國立中山大學,企業管理學系,英、數B,
國立中山大學,資訊管理學系,國、英、數A,
國立中山大學,財務管理學系,國、英、數A,
國立中山大學,國際經營管理全英語學士學位學程,英、數B、社,
國立中山大學,海洋生物科技暨資源學系,英、數A、自,
國立中山大學,海洋環境及工程學系,英、數A、自,
國立中山大學,海洋科學系,國、英、數A、自,
國立中山大學,政治經濟學系,*國、英、數A,
國立中山大學,社會學系,英、*數B、社,
國立中山大學,人文暨科技跨領域學士學位學程,國、英、數A、數B,
國立中山大學,音樂學系,"國、英、主修、樂理、視唱、聽寫
",
國立中山大學,音樂學系創作與應用組,"國、英、樂理、聽寫
",
國立中央大學,中國文學系,國、英、社,
國立中央大學,英美語文學系,國、英、社,
國立中央大學,法國語文學系,國、英、社,
國立中央大學,文學院學士班,國、英、數B、社,
國立中央大學,數學系數學科學組,國、英、數A、自,
國立中央大學,數學系計算與資料科學組,國、英、數A、自,
國立中央大學,物理學系,國、英、數A、自,
國立中央大學,化學學系,國、英、數A、自,
國立中央大學,光電科學與工程學系,國、英、數A、自,
國立中央大學,土木工程學系,國、英、數A、自,
國立中央大學,機械工程學系光機電工程組,國、英、數A、自,
國立中央大學,機械工程學系先進材料與精密製造組,國、英、數A、自,
國立中央大學,機械工程學系設計與分析組,國、英、數A、自,
國立中央大學,化學工程與材料工程學系,數A、自,
國立中央大學,工學院學士班,英、數A、自,
國立中央大學,企業管理學系,國、英、數B、社,
國立中央大學,資訊管理學系,國、英、數A、自,
國立中央大學,經濟學系,國、英、數B,
國立中央大學,財務金融學系,國、英、數B、社,
國立中央大學,電機工程學系,國、英、數A、自,
國立中央大學,資訊工程學系,國、英、數A、自,
國立中央大學,通訊工程學系,國、英、數A、自,
國立中央大學,資訊電機學院學士班,國、英、數A、自,
國立中央大學,大氣科學學系,國、英、數A、自,
國立中央大學,太空科學與工程學系,國、英、數A、自,
國立中央大學,地球科學學系,國、英、數A、自,
國立中央大學,地球科學學院學士班,國、英、數A、自,
國立中央大學,客家語文暨社會科學學系客家語文及傳播組,國、英、社,
國立中央大學,客家語文暨社會科學學系客家社會及政策組,國、英、社,
國立中央大學,生命科學系,英、數A、自,
國立中央大學,生醫科學與工程學系,英、數A、自,
國立中正大學,中國文學系,國、英、社,
國立中正大學,外國語文學系,國、英、*社,
國立中正大學,歷史學系,國、英、社,
國立中正大學,哲學系,國、英、數B,
國立中正大學,數學系,英、數A、自,
國立中正大學,地球與環境科學系,英、數A、自,
國立中正大學,物理學系,英、數A、自,
國立中正大學,化學暨生物化學系,國、英、數A、自,
國立中正大學,生物醫學科學系,國、英、數A、自,
國立中正大學,社會福利學系,國、英、數B、社,
國立中正大學,心理學系,國、英、數A、自,
國立中正大學,勞工關係學系,國、英、數B、*社,
國立中正大學,政治學系,國、英、數B、社,
國立中正大學,傳播學系,國、英、社,
國立中正大學,資訊工程學系,國、英、數A、自,
國立中正大學,電機工程學系,國、英、數A、自,
國立中正大學,機械工程學系機械工程組,國、英、數A、自,
國立中正大學,機械工程學系光機電整合工程組,國、英、數A、自,
國立中正大學,化學工程學系,國、英、數A、自,
國立中正大學,通訊工程學系,國、英、數A、自,
國立中正大學,經濟學系,國、英、數B,
國立中正大學,財務金融學系,國、英、數B,
國立中正大學,企業管理學系,國、英、數B,
國立中正大學,會計與資訊科技學系,國、英、數B,
國立中正大學,資訊管理學系,國、英、數A,
國立中正大學,法律學系法學組,國、英、數B、社,
國立中正大學,法律學系法制組,國、英、數B、社,
國立中正大學,財經法律學系,國、英、數B、社,
國立中正大學,成人及繼續教育學系,國、英、數B、社,
國立中正大學,犯罪防治學系,國、英、數B、社,
國立中正大學,紫荊不分系學士學位學程,國、英,
國立中興大學,中國文學系,國、英、社、英聽,
國立中興大學,外國語文學系,國、英、社、英聽,
國立中興大學,歷史學系,國、英、社,
國立中興大學,台灣人文創新學士學位學程,國、英、社,
國立中興大學,財務金融學系,國、英、社、數B,
國立中興大學,企業管理學系,國、英、社、數B,
國立中興大學,資訊管理學系,國、英、數A、自然,
國立中興大學,會計學系,國、英、社、數B,
國立中興大學,行銷學系,國、英、社、數B、數A、英聽,
國立中興大學,應用經濟學系,國、英、數A、英聽,
國立中興大學,法律學系,國、英、社、數B,
國立中興大學,化學系,英、數A、自然,
國立中興大學,物理學系一般物理組,英、數A、自然,
國立中興大學,物理學系光電物理組,英、數A、自然,
國立中興大學,應用數學系應用數學組,國、英、數A、自然,
國立中興大學,應用數學系數據科學與計算組,國、英、數A、自然,
國立中興大學,機械工程學系,*國、英、數A、自然,
國立中興大學,土木工程學系,國、英、數A、自然,
國立中興大學,環境工程學系,國、英、數A、自然,
國立中興大學,化學工程學系,*國、英、數A、自然,
國立中興大學,材料科學與工程學系,*國、英、數A、自然,
國立中興大學,智慧創意工程學士學位學程,英、數A、自然,
國立中興大學,電機工程學系,*英、數A、自然,
國立中興大學,資訊工程學系,國、英、數A、*自然,
國立中興大學,電機資訊學院學士班,英、數A、自然,
國立中興大學,生物產業機電工程學系,英、數A、自然,
國立中興大學,水土保持學系,國、英、數A、自然,
國立中興大學,食品暨應用生物科技學系,國、英、數A、自然,
國立中興大學,農藝學系,國、英、數B、自然、英聽,
國立中興大學,園藝學系,國、英、數B、自然、英聽,
國立中興大學,森林學系林學組,國、英、數B、自然,
國立中興大學,森林學系木材科學組,國、英、數B、自然,
國立中興大學,植物病理學系,國、英、數A、自然,
國立中興大學,昆蟲學系,國、英、數A、自然,
國立中興大學,動物科學系,國、英、數A、自然、英聽,
國立中興大學,土壤環境科學系,英、數A、自然,
國立中興大學,生物科技學士學位學程,國、英、數A、自然,
國立中興大學,景觀與遊憩學士學位學程,國、英、數A,
國立中興大學,國際農企業學士學位學程,國、英、數A、自然、英聽,
國立中興大學,生命科學系,英、數A、自然,
國立中興大學,獸醫學系,國、英、數A、自然、英聽,
國立成功大學,中國文學系,,國、英、社
國立成功大學,外國語文學系,,國、英、社、英聽
國立成功大學,歷史學系,,國、英、社
國立成功大學,台灣文學系,,國、英、社、數B
國立成功大學,數學系,,國、英、數A、自
國立成功大學,物理學系,,國、英、數A、自
國立成功大學,化學系,,英、數A、自
國立成功大學,地球科學系,,國、英、數A、自
國立成功大學,光電科學與工程學系,,國、英、數A、自
國立成功大學,機械工程學系,,國、英、數A、自
國立成功大學,機械工程學系(普渡雙聯組),,國、英、數A、自、英聽
國立成功大學,化學工程學系,,國、英、數A、自
國立成功大學,材料科學及工程學系,,國*、英、數A、自
國立成功大學,資源工程學系,,國、英、數A、自
國立成功大學,土木工程學系,,國、英、數A、自
國立成功大學,水利及海洋工程學系,,國、英、數A、自
國立成功大學,工程科學系,,國、英、數A、自
國立成功大學,系統及船舶機電工程學系,,國、英、數A、自
國立成功大學,航空太空工程學系,,國、英、數A、自
國立成功大學,能源工程國際學士學位學程,,國、英、數A、自
國立成功大學,環境工程學系,,國、英、數A、自
國立成功大學,測量及空間資訊學系,,國、英、數A、自
國立成功大學,生物醫學工程學系,,國*、英、數A、自
國立成功大學,工業與資訊管理學系,,國、英、數A
國立成功大學,交通管理科學系,,國、英、數A、自
國立成功大學,統計學系,,國、英、數A
國立成功大學,會計學系,,國、英、數B、社
國立成功大學,企業管理學系,,國、英、數B
國立成功大學,醫學系,,國、英、數A、自
國立成功大學,醫學系(公費生),,國、英、數A、自
國立成功大學,牙醫學系,,國、英、數A、自
國立成功大學,醫學檢驗生物技術學系,,國、英、數A、自
國立成功大學,護理學系,,國、英、數A*、自
國立成功大學,物理治療學系,,國、英、數A、自
國立成功大學,職能治療學系,,國、英、數A、自
國立成功大學,藥學系,,國、英、數A、自
國立成功大學,政治學系,,國、英、數B、數A、社
國立成功大學,經濟學系,,國、英、數A
國立成功大學,法律學系,,國、英、數B、社
國立成功大學,心理學系,,英、數A、社*、自
國立成功大學,電機工程學系,,英、數A、自
國立成功大學,電機工程學系(普渡雙聯組),,英、數A、自、英聽
國立成功大學,資訊工程學系,,英、數A、自
國立成功大學,資訊工程學系(普渡雙聯組),,英、數A、自、英聽
國立成功大學,建築學系,,國、英、數A、自
國立成功大學,都市計劃學系,,國、英、數A
國立成功大學,工業設計學系,,國、英、數A、自
國立成功大學,生命科學系,,國、英、數A、自
國立成功大學,生物科技與產業科學系,,國、英、自
國立成功大學,全校不分系學士學位學程,,國、英、數A
國立宜蘭大學,外國語文學系,國、英、社*,
國立宜蘭大學,應用經濟與管理學系,國、英、數B、社,
國立宜蘭大學,休閒產業與健康促進學系,國、英、數B、社,
國立宜蘭大學,土木工程學系,國*、英、自,
國立宜蘭大學,機械與機電工程學系,國、英、數A、自,
國立宜蘭大學,環境工程學系,國*、英、數A、自,
國立宜蘭大學,生物機電工程學系,國*、英、數A、自,
國立宜蘭大學,食品科學系,國*、英、自,
國立宜蘭大學,生物技術與動物科學系,國、英、自,
國立宜蘭大學,森林暨自然資源學系,國、英、數B、自,
國立宜蘭大學,園藝學系,國、英、自,
國立宜蘭大學,電機工程學系,英、數A、自,
國立宜蘭大學,電子工程學系,國*、英、數A、自,
國立宜蘭大學,資訊工程學系,國*、英、數A、自,
國立宜蘭大學,化學工程與材料工程學系,國*、英*、數A、自,
國立東華大學,應用數學系數學科學組,*國、*英、數A,
國立東華大學,應用數學系統計科學組,*國、*英、數A,
國立東華大學,物理學系物理組,國、英、數A、自,
國立東華大學,物理學系奈米與光電科學組,國、英、數A、自,
國立東華大學,化學系,國、英、數A、自,
國立東華大學,生命科學系,*國、英、數A、自,
國立東華大學,資訊工程學系資工組,英、數A,
國立東華大學,資訊工程學系國際組,英、數A,
國立東華大學,電機工程學系,英、數A、自,
國立東華大學,材料科學與工程學系,國、英、數A、自,
國立東華大學,光電工程學系,國、英、數A、自,
國立東華大學,企業管理學系,*國、英、數B,
國立東華大學,會計學系,*國、英、數B,
國立東華大學,資訊管理學系人工智慧與大數據組,國、英、數A,
國立東華大學,資訊管理學系智慧商務與知識管理組,國、英、數B,
國立東華大學,國際企業學系,國、英、數B,
國立東華大學,財務金融學系,國、英、數B,
國立東華大學,觀光暨休閒遊憩學系,國、英、*數B、社,
國立東華大學,管理學院管理科學與財金國際學士學位學程,國、英、數B,
國立東華大學,華文文學系,國、*英、*社,
國立東華大學,中國語文學系,國、*英、社,
國立東華大學,英美語文學系,國、英、*社,
國立東華大學,臺灣文化學系,*國、*英、社,
國立東華大學,歷史學系,國、英、社,
國立東華大學,經濟學系,英、數B,
國立東華大學,諮商與臨床心理學系,英、數B,
國立東華大學,社會學系,國、*英、社,
國立東華大學,公共行政學系,國、英、社,
國立東華大學,法律學系,國、英、社,
國立東華大學,教育與潛能開發學系,國、英、數B、*社,
國立東華大學,教育行政與管理學系,國、社,
國立東華大學,特殊教育學系,國、英,
國立東華大學,幼兒教育學系,國、英、社,
國立東華大學,族群關係與文化學系,國、英、社,
國立東華大學,民族語言與傳播學系,國、社,
國立東華大學,自然資源與環境學系,英、自,
國立東華大學,縱谷跨域書院學士學位學程,國、英、數B,
國立東華大學,音樂學系甲組,*國、*英、主修、樂理,
國立東華大學,音樂學系乙組,國、*英、實作,
國立東華大學,藝術與設計學系,國、社、素描、創意表現,
國立東華大學,藝術創意產業學系,國、*英,
國立東華大學,體育與運動科學系,國、英、數B、體育,
國立金門大學,應用英語學系,國*、英、社*,
國立金門大學,運動與休閒學系,國、英*、社,
國立金門大學,企業管理學系,國、英、社,
國立金門大學,電子工程學系,國、英*、自,
國立金門大學,食品科學系,英、數A、自,
國立金門大學,土木與工程管理學系,國、英*、自,
國立金門大學,觀光管理學系,國、英*、社,
國立金門大學,資訊工程學系,國、英*、自,
國立金門大學,建築學系,國、英,
國立金門大學,國際暨大陸事務學系,國、英*、社,
國立金門大學,華語文學系,國、英、社,
國立金門大學,海洋與邊境管理學系,國、英*、社*,
國立金門大學,工業工程與管理學系,國、英*,
國立金門大學,護理學系,國、英、自*,
國立金門大學,長期照護學系,國、英*、社,
國立金門大學,社會工作學系,國、英、社,
國立金門大學,都市計畫與景觀學系,國、英、社,
國立政治大學,"中國文學系	",國、英、社、*數B,
國立政治大學,"歷史學系	",國、英、社,
國立政治大學,"哲學系	",國、英、社、數B,
國立政治大學,"教育學系	",國、英、社、數B、英聽,
國立政治大學,"政治學系	",國、英、社、數A、數B,
國立政治大學,"社會學系	",國、英、社、數A、數B,
國立政治大學,"財政學系	",國、英、數A,
國立政治大學,"公共行政學系	",國、英、社、數A、數B,
國立政治大學,"地政學系土地資源規劃組	",國、英、社、數A,
國立政治大學,"地政學系土地管理組	",國、英、社、數A,
國立政治大學,"地政學系土地測量與資訊組	",國、英、數A、自,
國立政治大學,"民族學系	",國、英、社、*數B、英聽,
國立政治大學,"外交學系	",國、英、社、數A、數B,
國立政治大學,"國際經營與貿易學系	",國、英、社、數A,
國立政治大學,"金融學系	",國、英、數A,
國立政治大學,"會計學系	",國、英、數A,
國立政治大學,"統計學系(社會組)	",國、英、社、數A,
國立政治大學,"統計學系(自然組)	",國、英、數A、自,
國立政治大學,"企業管理學系	",國、英、社、數A,
國立政治大學,"資訊管理學系	",國、英、數A,
國立政治大學,"財務管理學系	",國、英、數A,
國立政治大學,"風險管理與保險學系	",國、英、社、數A,
國立政治大學,"傳播學院大一大二不分系(社會組)	",國、英、社、數B,
國立政治大學,"傳播學院大一大二不分系(自然組)	",國、英、數A、自,
國立政治大學,"英國語文學系	",國、英、社、數B、英聽,
國立政治大學,"阿拉伯語文學系	",國、英、社、數B,
國立政治大學,"斯拉夫語文學系	",國、英、社,
國立政治大學,"日本語文學系	",國、英、社,
國立政治大學,"韓國語文學系	",國、英、社、*數B,
國立政治大學,"土耳其語文學系	",國、英、社,
國立政治大學,"歐洲語文學系法文組	",國、英、社,
國立政治大學,"歐洲語文學系德文組	",國、英、社,
國立政治大學,"歐洲語文學系西班牙文組	",國、英、社,
國立政治大學,"東南亞語言與文化學士學位學程越文組	",國、英、社,
國立政治大學,"東南亞語言與文化學士學位學程泰文組	",國、英、社,
國立政治大學,"東南亞語言與文化學士學位學程印尼文組	",國、英、社,
國立政治大學,"法律學系	",國、英、社、數B,
國立政治大學,"應用數學系	",英、數A、*自,
國立政治大學,"心理學系	",國、英、數A、自、英聽,
國立政治大學,"資訊科學系	",國、英、數A、自,
國立政治大學,"資訊科學系(人工智慧組)	",國、英、數A、自,
國立高雄大學,西洋語文學系,國、英、社、英聽,
國立高雄大學,運動健康與休閒學系,國、英、自,
國立高雄大學,東亞語文學系日語組,國、英、社,
國立高雄大學,東亞語文學系韓語組,國、英、社,
國立高雄大學,東亞語文學系越語組,國、英、社,
國立高雄大學,法律學系,國、英、社,
國立高雄大學,政治法律學系,國、英、社,
國立高雄大學,財經法律學系,國、英、數B、社,
國立高雄大學,應用經濟學系,國、英、數B,
國立高雄大學,亞太工商管理學系企業管理組,國、英、數B、社,
國立高雄大學,亞太工商管理學系工業管理組,國、英、數A、自,
國立高雄大學,資訊管理學系,國、英、數B,
國立高雄大學,金融管理學系,國、英、數B、社,
國立高雄大學,應用數學系,國、英、數A、自,
國立高雄大學,應用化學系,英、數A、自,
國立高雄大學,應用物理學系,英、數A、自,
國立高雄大學,生命科學系,國、英、自,
國立高雄大學,電機工程學系,英、數A、自,
國立高雄大學,土木與環境工程學系土木工程組,國、數A、自,
國立高雄大學,土木與環境工程學系環境工程組,國、數A、自,
國立高雄大學,化學工程及材料工程學系,國、英、數A、自,
國立高雄大學,資訊工程學系,英、數A、自,
國立高雄大學,建築學系,國、英、數B,
國立高雄大學,工藝與創意設計學系,國、英、社,
國立高雄師範大學,數學系數學組,英、數A、自,
國立高雄師範大學,數學系應用數學組,英、數A、自,
國立高雄師範大學,化學系,英、數A、自,
國立高雄師範大學,物理學系,*英、數A、自,
國立高雄師範大學,生物科技系,*國、英、*數A、自,
國立高雄師範大學,工業設計學系,國、英,
國立高雄師範大學,電機工程學系,英、數A、自,
國立高雄師範大學,電子工程學系,英、數A、自,
國立高雄師範大學,軟體工程與管理學系,國、英、數A,
國立高雄師範大學,工業科技教育學系科技教育與訓練組,*國、英、數A、自,
國立高雄師範大學,工業科技教育學系能源與冷凍空調組,*國、英、數A、自,
國立高雄師範大學,國文學系,國、英、社,
國立高雄師範大學,英語學系,國、英、數B、社、英聽,
國立高雄師範大學,地理學系,英、數B、社,
國立高雄師範大學,特殊教育學系,國、英、數B,
國立高雄師範大學,事業經營學系,*國、英、數B,
國立高雄師範大學,音樂學系,"國、英、主修、副修、樂理、視唱、聽寫
",
國立高雄師範大學,美術學系,國、英、社、素描、彩繪技法、創意表現、水墨書畫、美術鑑賞,
國立高雄師範大學,視覺設計學系,國、英、素描、彩繪技法、創意表現,
國立高雄師範大學,體育學系,國、英、數B、自、體育,
國立陽明交通大學,電機工程學系(甲組),英、數A、自,
國立陽明交通大學,電機工程學系(乙組),國、英、數A、自,
國立陽明交通大學,光電工程學系,英、數A、自,
國立陽明交通大學,資訊工程學系(甲組),國、英、數A、自,
國立陽明交通大學,資訊工程學系(乙組),國、英、數A、自,
國立陽明交通大學,奈米科學及工程學士學位學程甲組(主修半導體),英、數A、自,
國立陽明交通大學,奈米科學及工程學士學位學程乙組(主修奈米),英、數A、自,
國立陽明交通大學,材料科學與工程學系,國、英、自,
國立陽明交通大學,機械工程學系,國、英、數A、自,
國立陽明交通大學,土木工程學系(甲組),國、英、數A、自,
國立陽明交通大學,土木工程學系(乙組),國、英、數A、自、英聽,
國立陽明交通大學,理學院科學學士學位學程(甲組),國、英、數A、自,
國立陽明交通大學,理學院科學學士學位學程(乙組),國、英、數A、自,
國立陽明交通大學,理學院科學學士學位學程(丙組),國、英、數A、自,
國立陽明交通大學,電子物理學系光電與奈米科學組,國、英、數A、自,
國立陽明交通大學,電子物理學系電子物理組,國、英、數A、自,
國立陽明交通大學,應用化學系,國、英、數A、自,
國立陽明交通大學,應用數學系,英、數A、自,
國立陽明交通大學,生物科技學系(甲組),英、數A、自,
國立陽明交通大學,生物科技學系(乙組),國、英、數A、自,
國立陽明交通大學,資訊管理與財務金融學系資訊管理組,英、數A、自,
國立陽明交通大學,資訊管理與財務金融學系財務金融組,國、英、數A,
國立陽明交通大學,管理科學系,國、英、數A,
國立陽明交通大學,運輸與物流管理學系,國、英、數A、自,
國立陽明交通大學,工業工程與管理學系,國、英、數A、自,
國立陽明交通大學,外國語文學系,國、英、數B、社,
國立陽明交通大學,傳播與科技學系,國、英、數B、社,
國立陽明交通大學,人文社會學系,國、英、社,
國立陽明交通大學,醫學系醫師組,國、英、數A、自,
國立陽明交通大學,醫學系醫師科學家組,國、英、數A、自,
國立陽明交通大學,醫學系醫師工程師組,國、英、數A、自,
國立陽明交通大學,牙醫學系,國、英、數A、自、英聽,
國立陽明交通大學,醫學生物技術暨檢驗學系,英、數A、自、英聽,
國立陽明交通大學,生物醫學影像暨放射科學系,*國、英、數A、自,
國立陽明交通大學,護理學系,國、英、數A、自,
國立陽明交通大學,物理治療暨輔助科技學系,國、英、數A、自,
國立陽明交通大學,生命科學系暨基因體科學研究所(生物醫學科學組),英、數A、自,
國立陽明交通大學,生命科學系暨基因體科學研究所(生醫光電與資訊組),英、數A、自,
國立陽明交通大學,生物醫學工程學系,國、英、數A、自,
國立陽明交通大學,藥學系,國、英、數A、自、英聽,
國立陽明交通大學,學士班大一大二不分系,英、數A、自,
國立彰化師範大學,輔導與諮商學系學校輔導與諮商組,國、英、數B、社,
國立彰化師範大學,輔導與諮商學系社區輔導與諮商組,國、英、數B、社,
國立彰化師範大學,特殊教育學系,國、英、數B、社、英聽,
國立彰化師範大學,數學系,國、英、數B、社、英聽,
國立彰化師範大學,物理學系物理組,國*、英*、數A、自,
國立彰化師範大學,物理學系光電組,國*、英*、數A、自,
國立彰化師範大學,生物學系,國、英、自,
國立彰化師範大學,化學系,國*、英、數A、自,
國立彰化師範大學,英語學系,國、英、社,
國立彰化師範大學,國文學系,國、英、社,
國立彰化師範大學,地理學系,數B、英、社,
國立彰化師範大學,機電工程學系,國、英、數A、自,
國立彰化師範大學,電機工程學系,國、英、數A、自,
國立彰化師範大學,電子工程學系,國、英、數A、自,
國立彰化師範大學,資訊工程學系,國、英、數A、自,
國立彰化師範大學,企業管理學系,國、英、數A、英聽,
國立彰化師範大學,會計學系,國、英、數B、英聽,
國立彰化師範大學,資訊管理學系資訊管理組,國、英、數B,
